domain,condition,conversation_id,mean_abs_delta,flip_rate,oscillation_index
photoshop,oscillatory,photoshop_oscillatory_002,2.0457623471895845,0.5,3.0686435207843767
photoshop,oscillatory,photoshop_oscillatory_003,2.948055574427281,0.5,4.422083361640921
photoshop,oscillatory,photoshop_oscillatory_004,1.070845969839522,0.5,1.6062689547592832
photoshop,oscillatory,photoshop_oscillatory_005,0.9298351024457655,0.0,0.9298351024457655
photoshop,oscillatory,photoshop_oscillatory_006,0.43507619150610816,1.0,0.8701523830122163
photoshop,oscillatory,photoshop_oscillatory_007,1.7336683485367317,0.0,1.7336683485367317
photoshop,oscillatory,photoshop_oscillatory_008,0.5815846160984354,1.0,1.1631692321968707
photoshop,oscillatory,photoshop_oscillatory_009,1.2556861842221596,1.0,2.511372368444319
python,anchored,python_anchored_000,1.5263268563648882,0.0,1.5263268563648882
python,anchored,python_anchored_001,0.3405939122401904,0.5,0.5108908683602856
python,anchored,python_anchored_002,0.801755574418959,0.5,1.2026333616284384
python,anchored,python_anchored_003,1.0357487969751167,0.5,1.553623195462675
python,anchored,python_anchored_004,0.4483477190796667,0.5,0.6725215786195
python,anchored,python_anchored_005,0.8432550820626518,0.5,1.2648826230939776
python,anchored,python_anchored_006,0.2801314886611927,0.0,0.2801314886611927
python,anchored,python_anchored_007,0.8070888354343673,0.5,1.210633253151551
python,anchored,python_anchored_008,0.8464670576251567,0.5,1.269700586437735
python,anchored,python_anchored_009,1.3857149418310264,0.5,2.0785724127465395
python,consistent_basic,python_consistent_basic_000,3.0869514557547535,1.0,6.173902911509507
python,consistent_basic,python_consistent_basic_001,0.9588310926450813,0.5,1.4382466389676218
python,consistent_basic,python_consistent_basic_002,0.9761639588051995,0.5,1.4642459382077992
python,consistent_basic,python_consistent_basic_003,1.2703063217410466,0.5,1.9054594826115698
python,consistent_basic,python_consistent_basic_004,1.5078931377189846,0.5,2.2618397065784768
python,consistent_basic,python_consistent_basic_005,0.9135170574913327,1.0,1.8270341149826654
python,consistent_basic,python_consistent_basic_006,2.023983214183511,0.0,2.023983214183511
python,consistent_basic,python_consistent_basic_007,2.3497897785151474,0.5,3.5246846677727213
python,consistent_basic,python_consistent_basic_008,1.5438590918615631,0.5,2.3157886377923447
python,consistent_basic,python_consistent_basic_009,3.2441507059570704,1.0,6.488301411914141
python,consistent_technical,python_consistent_technical_000,1.427839935732087,1.0,2.855679871464174
python,consistent_technical,python_consistent_technical_001,4.0359941357662725,1.0,8.071988271532545
python,consistent_technical,python_consistent_technical_002,2.346101451329453,1.0,4.692202902658906
python,consistent_technical,python_consistent_technical_003,1.5764929734822284,1.0,3.1529859469644568
python,consistent_technical,python_consistent_technical_004,1.141534255614527,0.5,1.7123013834217904
python,consistent_technical,python_consistent_technical_005,1.5974256357357663,1.0,3.1948512714715327
python,consistent_technical,python_consistent_technical_006,0.8017164291157973,0.5,1.202574643673696
python,consistent_technical,python_consistent_technical_007,0.8372616619870081,0.0,0.8372616619870081
python,consistent_technical,python_consistent_technical_008,1.8876322179706413,0.0,1.8876322179706413
python,consistent_technical,python_consistent_technical_009,1.1781013166775072,0.0,1.1781013166775072
python,oscillatory,python_oscillatory_000,1.9286086549102723,0.0,1.9286086549102723
python,oscillatory,python_oscillatory_001,3.9844668171465343,1.0,7.968933634293069
python,oscillatory,python_oscillatory_002,4.317546585324393,1.0,8.635093170648785
python,oscillatory,python_oscillatory_003,4.55100076044232,1.0,9.10200152088464
python,oscillatory,python_oscillatory_004,2.4529642048948292,0.5,3.6794463073422436
python,oscillatory,python_oscillatory_005,3.5639217530026177,1.0,7.127843506005235
python,oscillatory,python_oscillatory_006,2.881083380050191,1.0,5.762166760100382
python,oscillatory,python_oscillatory_007,1.4765173834789203,0.5,2.2147760752183805
python,oscillatory,python_oscillatory_008,3.804675113698202,1.0,7.609350227396404
python,oscillatory,python_oscillatory_009,4.59531374667499,1.0,9.19062749334998
