domain,condition,conversation_id,mean_abs_delta,flip_rate,oscillation_index
python,consistent_technical,python_consistent_technical_037,0.6032677047127007,0.4,0.844574786597781
python,consistent_technical,python_consistent_technical_038,0.38892816535893293,0.6,0.6222850645742928
python,consistent_technical,python_consistent_technical_039,1.9236792092501156,0.6,3.077886734800185
python,oscillatory,python_oscillatory_000,1.0666168957280568,0.4,1.4932636540192794
python,oscillatory,python_oscillatory_001,2.848919377120105,1.0,5.69783875424021
python,oscillatory,python_oscillatory_002,2.5089405829085796,1.0,5.017881165817159
python,oscillatory,python_oscillatory_003,3.436288824015445,1.0,6.87257764803089
python,oscillatory,python_oscillatory_004,1.5633473920986118,0.6,2.501355827357779
python,oscillatory,python_oscillatory_005,1.8378704069650986,0.8,3.3081667325371775
python,oscillatory,python_oscillatory_006,1.424955421720611,0.4,1.9949375904088553
python,oscillatory,python_oscillatory_007,0.8105464000489251,0.8,1.4589835200880652
python,oscillatory,python_oscillatory_008,2.794471313143166,1.0,5.588942626286332
python,oscillatory,python_oscillatory_009,2.3073235646389123,0.8,4.153182416350043
python,oscillatory,python_oscillatory_010,0.6648863316827107,0.4,0.9308408643557949
python,oscillatory,python_oscillatory_011,1.4549209900050204,0.6,2.327873584008033
python,oscillatory,python_oscillatory_012,1.334030077692143,0.8,2.4012541398458573
python,oscillatory,python_oscillatory_013,1.2547713642895326,0.6,2.0076341828632525
python,oscillatory,python_oscillatory_014,1.5110124294183185,0.8,2.719822372952973
python,oscillatory,python_oscillatory_015,2.0933237489058185,1.0,4.186647497811637
python,oscillatory,python_oscillatory_016,1.1404149470727543,0.6,1.8246639153164068
python,oscillatory,python_oscillatory_017,2.0115177141651572,0.6,3.218428342664252
python,oscillatory,python_oscillatory_018,1.9341607598049093,1.0,3.8683215196098186
python,oscillatory,python_oscillatory_019,1.6079154474128685,1.0,3.215830894825737
python,oscillatory,python_oscillatory_020,1.837204420106997,0.4,2.572086188149796
python,oscillatory,python_oscillatory_021,2.658951910039723,1.0,5.317903820079446
python,oscillatory,python_oscillatory_022,1.3461880768410002,0.8,2.4231385383138004
python,oscillatory,python_oscillatory_023,1.9022615221286028,0.6,3.0436184354057647
python,oscillatory,python_oscillatory_024,1.0254746701041797,0.4,1.4356645381458515
